"","id","year","month","day","newsection","new_landmark","fl","w","matureall","fin","scale","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy","date","ym","Julian","date2","Julian2","days_from_hatching"
"137","RRYGYR","2015","10","12","E1",0,95,"9.6","0","A12","61",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2015-10-12","2015-10",16720,"2015-1-1",16436,284
"138","RRYGYY","2015","10","12","E1",0,108,"12.7","0","T29","77",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2015-10-12","2015-10",16720,"2015-1-1",16436,284
"139","RGRR","2015","10","12","E1",0,124,"19.3","0","T21","71",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2015-10-12","2015-10",16720,"2014-1-1",16071,649
"140","RGYY","2015","10","12","E1",0,108,"13.9","0","A22","72",2014,NA,NA,NA,0,NA,NA,NA,">1",0,NA,"2015-10-12","2015-10",16720,"2014-1-1",16071,649
"141","RRDGGR","2016","5","24","E1",405,122,"19.399999999999999","nonbreeding","30","10",2015,"male","early",0,0,NA,NA,NA,">1",0,NA,"2016-5-24","2016-05",16945,"2015-1-1",16436,509
"142","RGYD","2015","10","12","E1",0,116,"17.100000000000001","0","T26","78",2014,"female",NA,NA,0,NA,1,NA,"3?",1,"semelparity","2015-10-12","2015-10",16720,"2014-1-1",16071,649
"143","RRYRDY","2015","10","13","C1",0,85,"7.6","0","A347","152",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"144","RRGRYG","2015","10","13","C1",0,134,"26.8","0","T344","155",2014,NA,"control",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"145","RRYGDD","2015","10","13","C1",0,88,"7.6","0","A375","158",2015,"male","control",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"146","RRYYRR","2015","10","13","C1",0,88,"7.9","0","A378","136",2015,"male","control",0,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"147","RRYYRG","2015","10","13","C1",0,83,"6.7","0","A374","131",2015,"female","control",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"148","RRYYRD","2015","10","13","C1",0,84,"6.4","0","A380","166",2014,"female","control",NA,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"149","RRGRGR","2015","10","13","C1",0,115,"15.3","0","T295","164",2014,NA,"control",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"150","RRYYGG","2015","10","13","C1",0,67,"3.7","0","A300","156",2015,NA,"control",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"151","RRGGYD","2015","10","13","C1",0,125,"20.9","0","T297","162",2014,"male","control",NA,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"152","RRYYYD","2015","10","13","C1",0,90,"8.1999999999999993","0","nd","nd",2015,NA,"control",0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"153","GRYR","2015","10","13","L2",0,142,"33.5","0","T333","177",2014,"male","late",NA,0,1,NA,NA,"2",1,"semelparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"154","RRYYDY","2015","10","13","L2",0,68,"4.8","0","nd","nd",2015,"male","late",0,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"155","RRYDRD","2015","10","13","L2",0,89,"8.1999999999999993","0","nd","nd",2014,NA,"late",NA,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"156","RRYDGR","2015","10","13","L2",0,116,"17","0","T339","178",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"157","RRGYDD","2015","10","13","L2",0,150,"28.1","0","T340","218",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"158","GRRR","2015","10","13","L2",0,189,"73.5","1","nd","173",2014,"male","late",NA,1,NA,NA,NA,"1",1,"semelparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"159","RRYDGG","2015","10","13","L2",0,79,"6.8","0","nd","nd",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"160","GGDY","2015","10","13","L2",0,136,"34.299999999999997","0","T350","203",2014,"female","late",NA,0,0,1,NA,"3",1,"semelparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"161","RRYRRD","2015","10","13","L2",0,100,"11.9","0","nd","nd",2015,"male","late",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"162","RRYDGY","2015","10","13","L2",0,103,"13.6","0","nd","nd",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"163","RRYDYR","2015","10","13","L2",0,102,"12.7","0","A334","205",2014,NA,"late",NA,0,0,NA,NA,">2",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"164","RDDY","2015","10","13","L2",0,201,"102.7","1","nd","210",2014,"female","late",NA,1,NA,NA,NA,"1",1,"semelparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"165","RRYRRY","2015","10","13","L2",0,148,"35.299999999999997","0","T330","196",2015,"female","late",0,1,1,NA,NA,"1",2,"iteroparity","2015-10-13","2015-10",16721,"2015-1-1",16436,285
"166","RRGDDG","2015","10","13","L2",0,145,"42.7","0","T294","192",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"167","YRRR","2015","10","13","L3",0,134,"28.1","0","T314","270",2014,NA,NA,NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"168","RRRYGD","2015","10","13","L3",0,174,"68.8","1","nd","254",2014,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"169","GDRD","2015","10","13","L3",0,181,"84.5","1","nd","264",2014,"female","late",NA,1,1,NA,NA,"1",2,"iteroparity","2015-10-13","2015-10",16721,"2014-1-1",16071,650
"170","RRRDDG","2015","10","13","L3",0,80,"5.9","0","A317","258",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"171","YYYR","2015","10","13","L3",0,94,"8.3000000000000007","0","A308","255",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"172","RRRDRR","2015","10","13","L3",0,95,"9.4","0","A301","260",2015,"female","late",0,NA,1,NA,NA,"2?",1,"semelparity","2015-10-13","2015-10",16721,"2015-1-1",16436,285
"173","YRDD","2015","10","13","L3",0,125,"21","0","T319","202",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"174","RRRDGR","2015","10","13","L3",0,123,"23.9","0","T315","187",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2014-1-1",16071,650
"175","RRRYYD","2015","10","13","L3",0,75,"4.3","0","A316","267",2015,"female","late",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"176","R","2015","10","13","L3",0,73,"4.3","0","nd","nd",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"177","RRDRGG","2015","10","13","L3",0,64,"3.8","0","nd","nd",2015,"female","late",0,0,NA,NA,NA,">1",0,NA,"2015-10-13","2015-10",16721,"2015-1-1",16436,285
"178","RRDRGY","2015","10","13","L3",0,70,"4.4000000000000004","0","nd","nd",2015,"female","late",0,1,NA,NA,NA,"1",1,"semelparity","2015-10-13","2015-10",16721,"2015-1-1",16436,285
"179","D?","2015","10","20","nd",0,146,"37.9","1","nd","222",2015,"male",NA,1,NA,NA,NA,NA,"0",1,"semelparity","2015-10-20","2015-10",16728,"2015-1-1",16436,292
"180","DGYY","2015","11","24","E1",0,137,"26.5","0","U394","423",2014,"female","early",NA,0,NA,1,NA,"3?",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"181","RRDRYY","2015","11","24","E1",0,178,"65.8","1","nd","414",2014,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"182","RRDRYD","2015","11","24","E1",0,150,"37.799999999999997","1","nd","426",2015,"male","early",1,NA,NA,NA,NA,"0",1,"semelparity","2015-11-24","2015-11",16763,"2015-1-1",16436,327
"183","RYDR","2015","11","24","E1",0,137,"30.1","0","U391","nd",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"184","RRDRDR","2015","11","24","E1",0,102,"11.7","0","U398","419",2015,"male","early",0,0,1,NA,NA,"2",1,"semelparity","2015-11-24","2015-11",16763,"2015-1-1",16436,327
"185","DRYR","2015","11","24","E1",0,147,"30.2","1","nd","417",2014,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"186","RRDRDY","2015","11","24","E1",0,104,"12.3","0","U397","425",2015,"female",NA,0,0,1,NA,NA,"2",1,"semelparity","2015-11-24","2015-11",16763,"2015-1-1",16436,327
"187","D","2015","11","24","E1",0,96,"9.5","0","U406","424",2015,"male",NA,0,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"188","RRGD","2015","11","24","E1",0,128,"23.8","0","U404","412",2014,"female","early",NA,0,0,NA,NA,">2",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"189","DRYY","2015","11","24","E1",0,124,"19","1","nd","491",2014,"female","early",NA,1,1,1,NA,"1",3,"iteroparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"190","DGGG","2015","11","24","E1",0,119,"18.399999999999999","0","U439","431",2015,"male","early",0,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"191","RRDRDD","2015","11","24","E1",0,118,"17.5","0","U433","434",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"192","RGYD","2015","11","24","E1",0,116,"17","0","U440","nd",2014,"female",NA,NA,0,NA,1,NA,"3?",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"193","RGRY","2015","11","24","E1",0,140,"29.5","1","nd","495",2014,"male","early",NA,1,1,NA,NA,"1",2,"iteroparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"194","GGYG","2015","11","24","E1",0,122,"17.5","0","U421","nd",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"195","RYRRGR","2016","5","25","L1",438,105,"14.8","nonbreeding","129","89",2015,"female","late",NA,0,1,NA,NA,"2",1,"semelparity","2016-5-25","2016-05",16946,"2015-1-1",16436,510
"196","DGRG","2015","11","24","E1",0,104,"12.5","0","U430","430",2014,"male",NA,NA,0,0,NA,NA,">2",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"197","DRDD","2015","11","24","E1",0,114,"15.8","0","U424","nd",2014,"female","early",NA,0,1,NA,NA,"2",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"198","RRYGYY","2015","11","24","E1",0,110,"13.2","0","U449","nd",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"199","RRYGYR","2015","11","24","E1",0,101,"11.2","0","nd","nd",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"200","RRDGGR","2015","11","24","E1",0,91,"8.3000000000000007","0","U428","498",2015,"male","early",0,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"201","RRDGGD","2015","11","24","Einter",0,113,"16.2","0","nd","nd",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"202","RRYDGR","2015","11","24","L2",0,119,"17.399999999999999","0","nd","nd",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"203","RDDY","2015","11","24","L2",0,205,"92.1","1","nd","nd",2014,"female","late",NA,1,NA,NA,NA,"1",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"204","RRGYRG","2015","11","24","L2",0,127,"23.8","0","U417","nd",2014,"female","late",NA,0,1,NA,NA,"2",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"205","RRYDYR","2015","11","24","L2",0,106,"13.5","0","nd","nd",2014,NA,"late",NA,0,0,NA,NA,">2",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"206","RRDGDY","2015","11","24","L2",0,161,"44.3","0","U416","464",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"207","RRGYDR","2015","11","24","L2",0,124,"22.8","0","U412","410",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"208","RRGDDR","2015","11","24","L2",0,111,"14.4","0","nd","408",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"209","RRYDGG","2015","11","24","L2",0,82,"7","0","nd","402",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"210","GGDY","2015","11","24","L2",0,140,"32.200000000000003","0","nd","nd",2014,"female","late",NA,0,0,1,NA,"3",1,"semelparity","2015-11-24","2015-11",16763,"2014-1-1",16071,692
"211","GRDR","2015","11","24","L2",0,113,"16.5","0","nd","443",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"212","RRDYRG","2015","11","24","L2",0,112,"15.2","0","nd","449",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-24","2015-11",16763,"2014-1-1",16071,692
"213","RRGYGR","2015","11","24","L2",0,120,"15.8","0","nd","439",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"214","RRGDYR","2015","11","24","L2",0,102,"11.4","0","nd","442",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"215","RRYYDY","2015","11","24","L2",0,75,"4.8","0","nd","451",2015,"male","late",0,0,0,NA,NA,">2",0,NA,"2015-11-24","2015-11",16763,"2015-1-1",16436,327
"216","RRGRYG","2015","11","25","C1",0,137,"28.1","0","nd","nd",2014,NA,"control",NA,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"217","RRYRYY","2015","11","25","C1",0,148,"35.1","1","nd","448",2014,"male","control",NA,1,1,NA,NA,"1",2,"iteroparity","2015-11-25","2015-11",16764,"2014-1-1",16071,693
"218","RRGGDG","2015","11","25","C1",0,85,"6.9","0","nd","477",2015,"male","control",0,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"219","RRDYYR","2015","11","25","C1",0,91,"9","0","nd","479",2015,NA,"control",0,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"220","RRYRDY","2015","11","25","C1",0,92,"9.1","0","nd","nd",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"221","RRYGDD","2015","11","25","C1",0,89,"7.4","0","nd","nd",2015,"male","control",0,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"222","RRGRRG","2015","11","25","C1",0,98,"10.5","0","nd","473",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"223","RRYRDD","2015","11","25","C1",0,87,"9","0","nd","487",2015,NA,"control",0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"224","RRGGDR","2015","11","25","C1",0,136,"22.8","1","nd","481",2014,"female","control",NA,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2014-1-1",16071,693
"225","RRDYYG","2015","11","25","C1",0,105,"15.9","0","nd","444",2015,NA,"control",0,NA,0,NA,NA,">2?",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"226","RRDYYY","2015","11","25","C1",0,137,"26.8","0","nd","485",2014,"male","control",NA,0,0,1,NA,"3",1,"semelparity","2015-11-25","2015-11",16764,"2014-1-1",16071,693
"227","RRDYYD","2015","11","25","C1",0,106,"13.3","0","nd","475",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"228","RRGGGY","2015","11","25","C1",0,105,"14.1","0","nd","440",2014,NA,"control",NA,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"229","RRGGYD","2015","11","25","C1",0,127,"21.9","0","nd","nd",2014,"male","control",NA,0,0,NA,NA,">2",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"230","YRDD","2015","11","25","L3",0,131,"26.4","0","nd","nd",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"231","YRDR","2015","11","25","L3",0,144,"30","1","nd","nd",2014,"male?","late",NA,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2014-1-1",16071,693
"232","YYYR","2015","11","25","L3",0,102,"13.5","0","nd","nd",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"233","RRDDRR","2015","11","25","L3",0,161,"51.3","0","nd","nd",2014,"male","late",NA,0,1,NA,NA,"2",1,"semelparity","2015-11-25","2015-11",16764,"2014-1-1",16071,693
"234","RRDDGR","2015","11","25","L3",0,119,"22.8","1","nd","nd",2015,"male","late",1,0,NA,NA,NA,"0",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"235","YRRR","2015","11","25","L3",0,143,"33.200000000000003","0","nd","nd",2014,NA,NA,NA,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"236","RRRDRR","2015","11","25","L3",0,103,"13.6","0","nd","nd",2015,"female","late",0,NA,1,NA,NA,"2?",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"237","RRDDGD","2015","11","25","L3",0,93,"9.6999999999999993","0","nd","nd",2015,"female","late",0,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"238","RRDDYR","2015","11","25","L3",0,86,"7.3","0","nd","nd",2015,"female","late",0,0,1,NA,NA,"2",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"239","RRDDYG","2015","11","25","L3",0,120,"19.399999999999999","0","nd","nd",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"240","RRRDGG","2015","11","25","L3",0,94,"10.4","0","nd","nd",2015,"male","late",0,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"241","RRRGYY","2015","11","25","C2",0,173,"55.8","0","nd","nd",2014,NA,"control",NA,0,NA,NA,NA,">1",0,NA,"2015-11-25","2015-11",16764,"2014-1-1",16071,693
"242","RRDDYD","2015","11","25","C2",0,101,"10.7","0","nd","nd",2015,"male",NA,0,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"243","RRDDDG","2015","11","25","C2",0,104,"15.2","0","nd","483",2015,"male","control",0,1,NA,NA,NA,"1",1,"semelparity","2015-11-25","2015-11",16764,"2015-1-1",16436,328
"244","RRRYRD","2015","11","25","C2",0,105,"13.4","0","nd","nd",2015,NA,"control",0,NA,NA,NA,NA,">0",0,NA,"2015-11-25","2015-11",16764,"2015-1-1",16436,328
"245","GGDD","2016","3","28","E1",0,129,"nd","nonbreeding","nd","nd",2014,"female","early",NA,0,1,NA,NA,"2",1,"semelparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"246","RRYRRR","2016","3","28","E1",0,170,"nd","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"247","RYYY","2016","3","28","E1",0,132,"nd","nonbreeding","nd","nd",2014,NA,"early",NA,NA,0,NA,NA,">2?",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"248","DGGD","2016","3","28","E1",0,183,"nd","nonbreeding","nd","nd",2014,"female","early",NA,1,1,NA,NA,"1",2,"iteroparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"249","RRDRYY","2016","3","28","E1",0,175,"nd","nonbreeding","nd","nd",2014,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"250","DRYR","2016","3","28","E1",0,151,"nd","nonbreeding","nd","nd",2014,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"251","DGGY","2016","3","28","E1",0,170,"nd","nonbreeding","nd","nd",2014,"male",NA,NA,0,1,NA,NA,"2",1,"semelparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"252","DGGG","2016","3","28","E1",0,128,"nd","nonbreeding","nd","nd",2015,"male","early",0,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"253","RYDR","2016","3","28","E1",0,151,"nd","nonbreeding","nd","nd",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"254","RRDRDY","2016","3","28","E1",0,112,"nd","nonbreeding","nd","nd",2015,"female",NA,0,0,1,NA,NA,"2",1,"semelparity","2016-3-28","2016-03",16888,"2015-1-1",16436,452
"255","DGRY","2016","3","28","E1",0,108,"nd","nonbreeding","nd","nd",2015,NA,"early",0,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"256","RGRR","2016","3","28","E1",0,125,"nd","nonbreeding","nd","nd",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"257","GGYG","2016","3","28","E1",0,129,"nd","nonbreeding","nd","nd",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"258","RRYGYR","2016","3","28","E1",0,111,"nd","nonbreeding","nd","nd",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"259","RRDGGR","2016","3","28","E1",0,104,"nd","nonbreeding","nd","nd",2015,"male","early",0,0,NA,NA,NA,">1",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"260","RRYRYG","2016","3","28","E1",0,109,"nd","nonbreeding","nd","nd",2015,"male","early",0,1,NA,NA,NA,"1",1,"semelparity","2016-3-28","2016-03",16888,"2015-1-1",16436,452
"261","DRDD","2016","3","28","E1",0,122,"nd","nonbreeding","nd","nd",2014,"female","early",NA,0,1,NA,NA,"2",1,"semelparity","2016-3-28","2016-03",16888,"2014-1-1",16071,817
"262","RGRRRG","2016","3","28","E1",0,107,"nd","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"263","RGRRRD","2016","3","28","Einter",0,130,"28","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"264","RGRRGR","2016","3","28","Einter",0,145,"41.4","nonbreeding","nd","nd",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"265","RGRRGG","2016","3","28","Einter",0,113,"16.600000000000001","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"266","RGRRGY","2016","3","28","Einter",0,120,"19.8","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"267","RGRRYR","2016","3","28","Einter",0,105,"14.9","nonbreeding","nd","nd",2015,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity","2016-3-28","2016-03",16888,"2015-1-1",16436,452
"268","RGRRYY","2016","3","28","Einter",0,136,"26.1","nonbreeding","nd","nd",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"269","RGRRYD","2016","3","28","Einter",0,134,"33.1","nonbreeding","nd","nd",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"270","RGRRDR","2016","3","28","Einter",0,125,"22.7","nonbreeding","nd","nd",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2014-1-1",16071,817
"271","RGRRDG","2016","3","28","Einter",0,113,"20.9","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"272","RGRRDY","2016","3","28","Einter",0,94,"9","nonbreeding","nd","nd",2015,"female",NA,NA,NA,1,NA,NA,"2?",1,"semelparity","2016-3-28","2016-03",16888,"2015-1-1",16436,452
"273","RGRRDD","2016","3","28","Einter",0,94,"9.1999999999999993","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
"274","RGRGRR","2016","3","28","Einter",0,165,"49.6","nonbreeding","nd","nd",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA,"2016-3-28","2016-03",16888,"2015-1-1",16436,452
