"","id","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy"
"344","RRYRRR",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"345","RRYRRG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"346","RRYRRY",2015,"female","late",0,1,1,NA,NA,"1",2,"iteroparity"
"347","RRYRRD",2015,"male","late",0,0,NA,NA,NA,">1",0,NA
"348","RRYRGR",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"349","RRYRGG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"350","RRYRGY",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"351","RRYRGD",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"352","RRYRYR",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"353","RRYRYG",2015,"male","early",0,1,NA,NA,NA,"1",1,"semelparity"
"354","RRYRDD",2015,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"355","RRYRYY",2014,"male","control",NA,1,1,NA,NA,"1",2,"iteroparity"
"356","RRYRYD",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"357","RRYRDR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"358","RRYRDG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"359","RRYRDY",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"360","RRYGRR",2015,"male","late",0,NA,NA,NA,NA,">0",0,NA
"361","RRYGRG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"362","RRYGRY",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"363","RRYGRD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"364","R?",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"365","RRYGGR",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"366","RRYGGG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"367","RRYGGY",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"368","RRYGGD",2015,"female","early",0,1,NA,NA,NA,"1",1,"semelparity"
"369","RRYGYR",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"370","RRYGYG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"371","RRYGYY",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"372","RRDGGR",2015,"male","early",0,0,NA,NA,NA,">1",0,NA
"373","RRYGYD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"374","RRYGDR",2014,"male","control",NA,0,NA,1,NA,"3?",1,"semelparity"
"375","RRYGDG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"376","RRYGDY",2015,"male","control",1,NA,NA,NA,NA,"0",1,"semelparity"
"377","RRYGDD",2015,"male","control",0,0,NA,NA,NA,">1",0,NA
"378","RRYYRR",2015,"male","control",0,0,0,NA,NA,">2",0,NA
"379","RRYYRG",2015,"female","control",0,0,NA,NA,NA,">1",0,NA
"380","RRYYRY",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"381","RRYYRD",2014,"female","control",NA,0,0,NA,NA,">2",0,NA
"382","RRYYGR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"383","RRYYGG",2015,NA,"control",0,0,NA,NA,NA,">1",0,NA
"384","RRYYGY",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"385","RRYYGD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"386","RRYYYR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"387","RRYYYG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"388","RRYYYY",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"389","RRYYYD",2015,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"390","RRYYDR",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"391","RRYYDG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"392","RRYYDY",2015,"male","late",0,0,0,NA,NA,">2",0,NA
"393","RRYYDD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"394","RRYDRR",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"395","RRYDRG",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"396","RGDYGG",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"397","RRYDRY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"398","RRYDRD",2014,NA,"late",NA,0,0,NA,NA,">2",0,NA
"399","RRYDGR",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"400","RRYDGG",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"401","RRYDGY",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"402","RRYDGD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"403","RRYDYR",2014,NA,"late",NA,0,0,NA,NA,">2",0,NA
"404","RRYDYG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"405","RRYDYY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"406","RRYDYD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"407","RRYDDR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"408","RRYDDG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"409","RRYDDY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"410","RRYDDD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"411","RRDRRR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"412","RRDRRG",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"413","RRDRRY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"414","RRDRRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"415","RRDRGR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"416","RRDRGG",2015,"female","late",0,0,NA,NA,NA,">1",0,NA
"417","RRDRGY",2015,"female","late",0,1,NA,NA,NA,"1",1,"semelparity"
"418","RRDRGD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"419","D?",2015,"male",NA,1,NA,NA,NA,NA,"0",1,"semelparity"
"420","RRDRYR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"421","RRDRYG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"422","RRDRYY",2014,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"423","RRDRYD",2015,"male","early",1,NA,NA,NA,NA,"0",1,"semelparity"
"424","RRDRDR",2015,"male","early",0,0,1,NA,NA,"2",1,"semelparity"
"425","RRDRDG",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"426","RRDRDY",2015,"female",NA,0,0,1,NA,NA,"2",1,"semelparity"
"427","RRDRDD",2014,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"428","RRDGRR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"429","RRDGRG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"430","RYRRGR",2015,"female","late",NA,0,1,NA,NA,"2",1,"semelparity"
"431","RRDGRY",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"432","RRDGRD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"433","RRDGGG",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"434","RRDGGY",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"435","RRDGGD",2015,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"436","RRDGYR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"437","RRDGYG",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"438","RRDGYY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"439","GRDD小",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"440","RRDGYD",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"441","RRDGDR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"442","RRDGDG",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"443","RRDGDY",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"444","RRDGDD",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"445","RRDYRR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"446","RRDYRG",2014,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"447","RRDYRY",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"448","RRDYRD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"449","RRDYGR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"450","RRDYGG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"451","RRDYGY",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"452","RRDYGD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"453","RRDYYR",2015,NA,"control",0,0,NA,NA,NA,">1",0,NA
"454","RRDYYG",2015,NA,"control",0,NA,0,NA,NA,">2?",0,NA
"455","RRDYYY",2014,"male","control",NA,0,0,1,NA,"3",1,"semelparity"
"456","RRDYYD",2015,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"457","RRDYDR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"458","RRDYDG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"459","RRDYDY",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"460","RRDYDD",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"461","RRDDRR",2014,"male","late",NA,0,1,NA,NA,"2",1,"semelparity"
"462","RRDDRG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"463","RRDDRY",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"464","RRDDRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"465","RRDDGR",2015,"male","late",1,0,NA,NA,NA,"0",1,"semelparity"
"466","RRDDGG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"467","RRDDGY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"468","RRDDGD",2015,"female","late",0,1,NA,NA,NA,"1",1,"semelparity"
"469","RRDDYR",2015,"female","late",0,0,1,NA,NA,"2",1,"semelparity"
"470","RRDDYG",2015,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"471","RRDDYY",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"472","RRDDYD",2015,"male",NA,0,1,NA,NA,NA,"1",1,"semelparity"
"473","RRDDDR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"474","RRDDDG",2015,"male","control",0,1,NA,NA,NA,"1",1,"semelparity"
"475","RRDDDY",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"476","RRDDDD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"477","RGRRRR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"478","RGRRRG",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"479","RGRRRY",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"480","RGRRRD",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"481","RGRRGR",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"482","RGRRGG",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"483","RGRRGY",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"484","RGRRGD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"485","RGRRYR",2015,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"486","RGRRYG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"487","RGRRYY",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"488","RGRRYD",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"489","RGRRDR",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"490","RGRRDG",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"491","RGRRDY",2015,"female",NA,NA,NA,1,NA,NA,"2?",1,"semelparity"
"492","RGRRDD",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"493","RGRGRR",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"494","RGRGRG",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"495","RGRGRY",2014,"male","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"496","RGRGRD",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"497","RGRGGR",2014,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"498","RGRGGG",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"499","RGRGGY",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"500","RGRGGD",2015,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"501","RGRGYR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"502","RGRGYG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"503","RGRGYY",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"504","RGRGYD",2014,"female","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"505","RGRGDR",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"506","RGRGDG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"507","RGRGDY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"508","RGRGDD",NA,"female?",NA,NA,NA,NA,NA,NA,">0",0,NA
"509","RGRYRR",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"510","RGRYRG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"511","RGRYRY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"512","RGRYRD",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"513","RGRYGR",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"514","RGRYGG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"515","RGRYGY",2014,"female",NA,NA,NA,1,NA,NA,"2?",1,"semelparity"
"516","RGRYGD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"517","RGRYYR",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"518","RGRYYG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"519","RGRYYY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"520","RGRYYD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"521","RGRYDR",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"522","RGRYDG",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"523","RGRYDY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"524","RGRYDD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"525","RGRDRR",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"526","RGRDRG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"527","RGRDRY",2014,"male","late",NA,NA,0,NA,NA,">2?",0,NA
"528","RGRDRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"529","RGRDGR",2014,"male","late",NA,NA,NA,1,NA,"3?",1,"semelparity"
"530","RGRDGG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"531","RGRDGY",2015,"male","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"532","RGRDGD",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"533","RGRDYR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"534","RGRDYG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"535","RGRDYY",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"536","RGRDYD",2014,NA,"late",NA,NA,NA,0,NA,">3?",0,NA
"537","RGRDDR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"538","RGRDDG",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"539","RGRDDY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"540","RGRDDD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"541","RGGRRR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"542","RGGRRG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"543","RGGRRY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"544","RGGRRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"545","RGGRGR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"546","RGGRGG",2015,NA,NA,NA,NA,0,NA,NA,">2?",0,NA
"547","RGGRGY",2015,"male","late",NA,0,NA,NA,NA,">1",0,NA
"548","RGGRGD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"549","RGGRYR",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"550","RGGRYG",2014,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"551","RGGRYY",2014,"male","late",NA,NA,1,NA,NA,"2?",1,"semelparity"
"552","RGGRYD",2014,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"553","RGGRDR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"554","RGGRDG",2014,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"555","RGGRDY",2014,NA,"late",NA,NA,NA,0,NA,">3?",0,NA
"556","RGGRDD",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"557","RGGGRR",2015,NA,"late",NA,NA,0,NA,NA,">2?",0,NA
"558","RGGGRG",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"559","RGGGRY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"560","RGGGRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"561","RGGGGR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"562","RGGGGG",2015,NA,"late",NA,NA,0,NA,NA,">2?",0,NA
"563","RGGGGY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"564","RGGGGD",2014,"female","late",NA,NA,1,NA,NA,"2?",1,"semelparity"
"565","RGGGYR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"566","RGGGYG",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"567","RGGGYY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"568","RGGGYD",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"569","RGGGDR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"570","RGGGDG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"571","RGGGDY",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"572","RGGGDD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"573","RGGYRR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"574","RGGYRG",2015,"male","control",NA,0,0,NA,NA,">2",0,NA
"575","RGGYRY",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"576","RGGYRD",2015,"female",NA,NA,0,1,NA,NA,"2",1,"semelparity"
"577","RGGYGR",2015,"male","control",NA,0,1,NA,NA,"2",1,"semelparity"
"578","RGGYGG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"579","RGGYGY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"580","RGGYGD",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"581","RGGYYR",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"582","RGGYYG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"583","RGGYYY",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"584","RGGYYD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"585","RGGYDR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"586","RGGYDG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"587","RGGYDY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"588","RGGYDD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"589","RGGDRR",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"590","RGGDRG",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"591","RGGDRY",2015,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"592","RGGDRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"593","RGGDGR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"594","RGGDGG",2014,"female?",NA,NA,NA,0,1,NA,"3?",1,"semelparity"
"595","RGGDGY",2014,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"596","RGGDGD",2013,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"597","RGGDYR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"598","RGGDYG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"599","RGGDYY",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"600","RGGDYD",2014,"male",NA,NA,NA,1,NA,NA,"2?",1,"semelparity"
"601","RGGDDR",2015,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"602","RGGDDG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"603","RGGDDY",2015,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"604","RGGDDD",2015,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"605","RGYRRR",2015,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"606","RGYRRG",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"607","RGYRRY",2015,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"608","RGYRRD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"609","RGYRGR",2014,"female",NA,NA,NA,NA,1,NA,"3?",1,"semelparity"
"610","RGYRGG",2015,"male","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"611","RGYRGY",2014,"female",NA,NA,NA,NA,1,NA,"3?",1,"semelparity"
"612","RGYRGD",2014,NA,NA,NA,NA,NA,0,NA,">3?",0,NA
"613","RGYRYR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"614","RGYRYG",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"615","RGYRYY",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"616","RGYRYD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"617","RGYRDR",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"618","RGYRDG",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"619","RGYRDY",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"620","RGYRDD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"621","RGYGRR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"622","RGYGRG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"623","RGYGRY",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"624","RGYGRD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"625","RGYGGR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"626","RGYGGG",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"627","RGYGGY",2014,"female","control",NA,NA,1,1,NA,"3?",2,"iteroparity"
"628","RGYGGD",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"629","RGYGYR",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"630","RGYGYG",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"631","RGYGYY",2015,"female","control",NA,NA,1,NA,NA,"2?",1,"semelparity"
"632","RGYGYD",2015,"female","control",NA,NA,1,NA,NA,"2?",1,"semelparity"
"633","RGYGDR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"634","RGYGDG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"635","RGYGDY",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"636","RGYGDD",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"637","RGYYRR",2015,"male","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"638","RGYYRG",2014,"female","control",NA,NA,0,NA,NA,">2?",0,NA
"639","RGYYRY",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"640","RGYYRD",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"641","RGYYGR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"642","RGYYGG",2015,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"643","RGYYGY",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"644","RGYYGD",2015,"female","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"645","RGYYYR",2015,"female","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"646","RGYYYG",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"647","RGYYYY",2014,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"648","RGYYYD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"649","RGYYDR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"650","RGYYDG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"651","RGYYDY",2014,"female","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"652","RGYYDD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"653","RGYDRR",2015,"female","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"654","RGYDRG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"655","RGYDRY",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"656","RGYDRD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"657","RGYDGR",2015,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"658","RGYDGG",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"659","RGYDGY",NA,"male?","early",NA,NA,NA,NA,NA,">0",0,NA
"660","RGYDGD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"661","RGYDYR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"662","RGYDYG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"663","RGYDYY",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"664","RGYDYD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"665","RGYDDR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"666","RGYDDG",2016,"female","early",0,NA,NA,NA,NA,">0",0,NA
"667","RGYDDY",2015,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"668","RGYDDD",2014,"female","early",NA,NA,1,1,NA,"3?",2,"iteroparity"
"669","RGDRRR",2014,"male","early",NA,NA,1,1,NA,"3?",2,"iteroparity"
"670","RGDRRG",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"671","RGDRRY",NA,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"672","RGDRRD",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"673","RGDRGR",2015,"female",NA,NA,NA,1,NA,NA,"2?",1,"semelparity"
"674","RGDRGG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
